Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S002107    ,Eixample,Sant Antoni,Paral·lel,Thursday,2023,4,April,13,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,27,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429230.33,4580913.82,2.15258746,41.374784768,2023-04-13 17:00:00
2023S002108    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Sunday,2023,4,April,2,Night,,Not caused by the pedestrian,Car,Man,32,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429430.09,4583191.25,2.154710596,41.395314373,2023-04-02 05:00:00
2023S002109    ,Eixample,la Dreta de l'Eixample,Aragó,Thursday,2023,4,April,13,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,58,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430435.12,4582966.26,2.166757506,41.393375576,2023-04-13 17:00:00
2023S002110    ,Nou Barris,la Trinitat Nova,Platja d'Aro,Thursday,2023,4,April,13,Afternoon,,Not caused by the pedestrian,Bus,Woman,59,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432090.63,4589133.51,2.185865449,41.449063613,2023-04-13 19:00:00
2023S002111    ,Eixample,la Dreta de l'Eixample,Universitat,Thursday,2023,4,April,13,Afternoon,,Not caused by the pedestrian,Bus,Woman,79,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430467.86,4582264.18,2.167229734,41.387054994,2023-04-13 19:00:00
2023S002112    ,Sants-Montjuïc,el Poble-sec,Paral·lel,Thursday,2023,4,April,13,Afternoon,,Not caused by the pedestrian,Car,Woman,65,Pedestrian,A la vorera / Andana,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429362.65,4580936.13,2.154167022,41.374997338,2023-04-13 20:00:00
2023S002114    ,Eixample,la Sagrada Família,Mallorca,Thursday,2023,4,April,13,Night,,Not caused by the pedestrian,Bus,Man,46,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431237.48,4584132.97,2.176221603,41.403952819,2023-04-13 22:00:00
2023S002115    ,Sant Martí,Provençals del Poblenou,Selva de Mar,Thursday,2023,4,April,13,Afternoon,,Not caused by the pedestrian,Car,Man,18,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,433757.51,4584880.79,2.206285746,41.410899963,2023-04-13 20:00:00
2023S002117    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,Thursday,2023,4,April,13,Morning,,Not caused by the pedestrian,Motorcycle,Man,27,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,428979.42,4582501.01,2.149401184,41.389057932,2023-04-13 11:00:00
2023S002118    ,Sant Andreu,la Trinitat Vella,B-20 (Besòs),Thursday,2023,4,April,13,Morning,,Not caused by the pedestrian,Motorcycle,Man,28,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432720.04,4588904.37,2.193425555,41.447052863,2023-04-13 12:00:00
2023S002119    ,Eixample,la Dreta de l'Eixample,Provença,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Motorcycle,Woman,21,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,430121.86,4583246.63,2.162978379,41.395873604,2023-04-14 06:00:00
2023S002120    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Thursday,2023,4,April,13,Night,,Not caused by the pedestrian,Motorcycle,Woman,22,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Medical assistance at accident site,429053.8,4583669.19,2.150153816,41.399585878,2023-04-13 23:00:00
2023S002121    ,Nou Barris,la Trinitat Nova,Meridiana,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Motorcycle,Man,50,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,432291.22,4589271.11,2.18825124,41.450319882,2023-04-14 06:00:00
2023S002122    ,Gràcia,la Vila de Gràcia,Nil Fabra,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Car,Woman,32,Pedestrian,En pas sense regular,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429168.68,4584367.58,2.151446202,41.405886154,2023-04-14 09:00:00
2023S002123    ,Eixample,la Nova Esquerra de l'Eixample,Comte Borrell,Friday,2023,4,April,14,Night,,Not caused by the pedestrian,Furgoneta,Woman,21,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429258.94,4582024.98,2.152799777,41.384795137,2023-04-14 02:00:00
2023S002124    ,Eixample,la Sagrada Família,Mallorca,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Motorcycle,Man,47,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431076.4,4583988.83,2.174311104,41.402640794,2023-04-14 11:00:00
2023S002125    ,Eixample,el Fort Pienc,Marina,Wednesday,2023,4,April,12,Afternoon,,Not caused by the pedestrian,Ciclomotor,Woman,18,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431706.18,4583574.16,2.181891515,41.398959759,2023-04-12 18:00:00
2023S002126    ,Eixample,la Dreta de l'Eixample,Mallorca,Thursday,2023,4,April,13,Morning,,Others,Motorcycle,Woman,36,Pedestrian,En pas regulat per semàfor,Commuting,Unknown,Minor injury: Hospitalization up to 24 hours,430789.42,4583711.39,2.170909912,41.400117314,2023-04-13 07:00:00
2023S002127    ,Sant Andreu,el Congrés i els Indians,Puerto Príncipe,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,18,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,431668.71,4586186.92,2.18114809,41.422488886,2023-04-14 11:00:00
2023S002128    ,Horta-Guinardó,el Baix Guinardó,Gràcia,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,45,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430628.82,4584632.37,2.168883237,41.408398428,2023-04-14 12:00:00
2023S002129    ,Sarrià-Sant Gervasi,Sarrià,Mendel,Friday,2023,4,April,14,Morning,,Not caused by the pedestrian,Motorcycle,Man,38,Driver,Desconegut,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,426516.72,4583448.01,2.119833235,41.397365824,2023-04-14 13:00:00
2023S002130    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,General Mitre,Wednesday,2023,3,March,29,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,39,Driver,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,427631.17,4583529.52,2.1331536,41.398201075,2023-03-29 19:00:00
2023S002131    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,37,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429260.74,4582212.74,2.152799369,41.386486386,2023-04-14 16:00:00
2023S002132    ,Eixample,la Sagrada Família,Lepant,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,28,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431089.06,4584377.39,2.174418284,41.406141516,2023-04-14 15:00:00
2023S002133    ,Sarrià-Sant Gervasi,les Tres Torres,Ricard Zamora,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Car,Woman,14,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,427578.87,4582861.02,2.132608014,41.392175452,2023-04-14 17:00:00
2023S002134    ,Sant Andreu,Sant Andreu,Meridiana,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Car,Woman,60,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,431890.58,4587477.65,2.183657471,41.434132911,2023-04-14 18:00:00
2023S002136    ,Horta-Guinardó,el Baix Guinardó,Camèlies,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,38,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430443.36,4585232.0,2.166595554,41.413783052,2023-04-14 20:00:00
2023S002137    ,Gràcia,la Vila de Gràcia,Gran de Gràcia,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,59,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429216.96,4584141.06,2.152050271,41.403850227,2023-04-14 20:00:00
2023S002138    ,Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,24,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432422.94,4583950.03,2.190423152,41.402405709,2023-04-14 20:00:00
2023S002139    ,Eixample,Sant Antoni,Sant Pau,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,49,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430267.36,4581160.03,2.164959012,41.377092886,2023-04-14 19:00:00
2023S002140    ,Eixample,la Dreta de l'Eixample,Diagonal,Friday,2023,4,April,14,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,27,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429676.49,4583244.7,2.157651543,41.395817376,2023-04-14 20:00:00
2023S002142    ,Les Corts,les Corts,Numància,Saturday,2023,4,April,15,Morning,,Not caused by the pedestrian,Bicicleta,Man,62,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,427575.97,4582577.49,2.13260725,41.389621548,2023-04-15 09:00:00
2023S002143    ,Eixample,la Dreta de l'Eixample,Gràcia,Saturday,2023,4,April,15,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,44,Pedestrian,En pas regulat per semàfor,Leisure and entertainment,Unknown,Minor injury: Refused medical assistance,430277.16,4582833.02,2.164883567,41.39216184,2023-04-15 11:00:00
2023S002144    ,Sant Andreu,la Trinitat Vella,B-20 (Llobregat),Saturday,2023,4,April,15,Morning,,Not caused by the pedestrian,Car,Man,59,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432969.16,4589201.62,2.19637463,41.449750946,2023-04-15 13:00:00
2023S002145    ,Nou Barris,les Roquetes,Simancas,Saturday,2023,4,April,15,Morning,,Not caused by the pedestrian,Bus,Woman,65,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430855.93,4588636.67,2.171142024,41.444483299,2023-04-15 08:00:00
2023S002146    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,Saturday,2023,4,April,15,Morning,,Not caused by the pedestrian,Motorcycle,Man,23,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429073.81,4582402.87,2.150541557,41.388182352,2023-04-15 11:00:00
2023S002147    ,Horta-Guinardó,el Carmel,Doctor Bové,Saturday,2023,4,April,15,Morning,,Not caused by the pedestrian,Bus,Woman,84,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429946.65,4586046.94,2.160558347,41.421079747,2023-04-15 11:00:00
2023S002148    ,Sants-Montjuïc,Sants,Brasil,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,43,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,427304.66,4581433.69,2.12949976,41.379295302,2023-04-15 14:00:00
2023S002149    ,Nou Barris,la Guineueta,Caçador,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,34,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430471.16,4588315.38,2.166573355,41.441556316,2023-04-15 14:00:00
2023S002151    ,Ciutat Vella,el Raval,Pelai,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,54,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,430506.27,4582109.55,2.167706841,41.38566561,2023-04-15 15:00:00
2023S002153    ,Eixample,Sant Antoni,Corts Catalanes,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,19,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430025.03,4582004.98,2.161963719,41.384682041,2023-04-15 17:00:00
2023S002154    ,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 5,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,"Camió rígid <= 3,5 tones",Man,29,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,426321.07,4575916.69,2.118408397,41.329516221,2023-04-15 14:00:00
2023S002155    ,Nou Barris,la Prosperitat,Rio de Janeiro,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Car,Woman,37,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431910.57,4588208.12,2.183814356,41.440713696,2023-04-15 19:00:00
2023S002156    ,Gràcia,la Salut,Sostres,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,79,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429142.1,4584907.7,2.151064954,41.410748466,2023-04-15 14:00:00
2023S002157    ,Nou Barris,Vilapicina i la Torre Llobeta,Escultor Llimona,Saturday,2023,4,April,15,Afternoon,,Crossing outside the pedestrian crossing,Car,Man,11,Pedestrian,Fora del pas,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430663.35,4586801.92,2.169047488,41.427941784,2023-04-15 19:00:00
2023S002158    ,Eixample,Sant Antoni,Sant Pau,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Car,Man,33,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Refused medical assistance,430183.08,4581247.36,2.163941165,41.377872129,2023-04-15 20:00:00
2023S002159    ,Eixample,la Dreta de l'Eixample,Sant Joan,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,6,Pedestrian,En zona peatonal,Leisure and entertainment,Unknown,Minor injury: Hospitalization up to 24 hours,431370.0,4582923.54,2.177944045,41.393071178,2023-04-15 18:00:00
2023S002160    ,Eixample,el Fort Pienc,Alí Bei,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,23,Driver,Desconegut,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,431558.69,4582921.93,2.180201058,41.393072766,2023-04-15 20:00:00
2023S002161    ,Les Corts,la Maternitat i Sant Ramon,Pius XII,Saturday,2023,4,April,15,Afternoon,,Not caused by the pedestrian,Car,Woman,43,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,426793.07,4582325.32,2.12327447,41.387279445,2023-04-15 14:00:00
2023S002162    ,Nou Barris,Porta,Alcúdia,Saturday,2023,4,April,15,Night,,Not caused by the pedestrian,Motorcycle,Man,25,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,431166.21,4587770.13,2.17495484,41.436705376,2023-04-15 23:00:00
2023S002164    ,Horta-Guinardó,el Guinardó,Maragall,Sunday,2023,4,April,16,Night,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,22,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,431356.18,4586363.82,2.177388289,41.424055507,2023-04-16 03:00:00
2023S002165    ,Horta-Guinardó,el Carmel,Llobregós,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Ciclomotor,Man,48,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429742.01,4586532.19,2.158053296,41.425432329,2023-04-16 09:00:00
2023S002166    ,Sant Andreu,Sant Andreu,Segre,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Motorcycle,Man,60,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432607.67,4587457.23,2.192241947,41.434009525,2023-04-16 10:00:00
2023S002167    ,Sant Andreu,la Sagrera,Gran de la Sagrera,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Motorcycle,Woman,40,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,432508.78,4585577.91,2.191268323,41.417074769,2023-04-16 10:00:00
2023S002168    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Ciclomotor,Woman,22,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429196.86,4581230.59,2.152150234,41.377634866,2023-04-16 11:00:00
2023S002169    ,Sants-Montjuïc,Sants,Berlín,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Car,Woman,52,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,428246.73,4581933.68,2.140705677,41.383883138,2023-04-16 11:00:00
2023S002170    ,Les Corts,Pedralbes,Doctor Ferran,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Motorcycle,Man,31,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,426904.38,4582617.31,2.124570407,41.389919407,2023-04-16 12:00:00
2023S002171    ,Eixample,la Dreta de l'Eixample,Diagonal,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Motorcycle,Man,75,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429925.34,4583325.78,2.160618642,41.396569371,2023-04-16 13:00:00
2023S002172    ,Eixample,la Sagrada Família,Padilla,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Taxi,Woman,44,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431553.57,4584083.99,2.180008377,41.40353866,2023-04-16 13:00:00
2023S002173    ,Sant Martí,el Poblenou,Litoral,Sunday,2023,4,April,16,Morning,,Not caused by the pedestrian,Motorcycle,Woman,36,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,433600.12,4582986.31,2.204610681,41.393823857,2023-04-16 13:00:00
2023S002174    ,Gràcia,la Vila de Gràcia,Escorial,Sunday,2023,4,April,16,Afternoon,,Not caused by the pedestrian,Ciclomotor,Woman,53,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430053.12,4584415.06,2.162021102,41.406391275,2023-04-16 18:00:00
2023S002175    ,Sants-Montjuïc,la Marina del Prat Vermell,Major de Mercabarna,Sunday,2023,4,April,16,Afternoon,,Not caused by the pedestrian,Car,Woman,30,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,425964.47,4575862.85,2.114154056,41.32899861,2023-04-16 19:00:00
2023S002176    ,Nou Barris,la Guineueta,Guineueta,Sunday,2023,4,April,16,Afternoon,,Not caused by the pedestrian,Car,Woman,9,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430443.88,4588097.93,2.166271878,41.439595466,2023-04-16 20:00:00
2023S002177    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Sunday,2023,4,April,16,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,58,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429929.89,4582678.07,2.160748048,41.39073606,2023-04-16 19:00:00
2023S002178    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent),Monday,2023,4,April,17,Night,,Not caused by the pedestrian,Ciclomotor,Woman,19,Passenger,Altres,Unknown,Unknown,Minor injury: Medical assistance at accident site,427636.7,4583121.38,2.133268547,41.39452562,2023-04-17 00:00:00
2023S002179    ,Horta-Guinardó,el Guinardó,Guinardó,Monday,2023,4,April,17,Night,,Not caused by the pedestrian,Motorcycle,Woman,37,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,431235.2,4585670.21,2.176019529,41.417798046,2023-04-17 05:00:00
